Item Number,"Standard
Cost","Average
Cost",Wh,Description[1],Description[2],Description[3],Description[4],Description[5],Profile Info[4],"Pricing
Base",Multiplier/Price[1],Multiplier/Price[2],Multiplier/Price[3],Major Pricing,Multiplier/Price[4],Multiplier/Price[5],Multiplier/Price[6],"Price
Per",Item Number,Cross Ref ID
LUG438,0.00,0.00,HB,#3/0 ALUM 2 HOLE COMPR LUG,,,,,COMPR LUGS ALUMINUM 2 HOLE HYLUG,P,16.20,19.44,16.20,,14.58,16.20,18.63,EA,?,?
LUG442,0.00,0.00,HB,250 MCM ALUM 2 HOLE COMPR LUG,,,,,COMPR LUGS ALUMINUM 2 HOLE HYLUG,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
LUG444,0.00,0.00,HB,300 MCM ALUM 2 HOLE COMPR LUG,,,,,COMPR LUGS ALUMINUM 2 HOLE HYLUG,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
LUG446,0.00,7.51,HB,350 MCM ALUM 2 HOLE COMPR LUG,,,,,COMPR LUGS ALUMINUM 2 HOLE HYLUG,P,25.20,30.24,25.20,,22.68,25.20,27.07,EA,?,?
LUG448,0.00,0.00,HB,400 MCM ALUM 2 HOLE COMPR LUG,,,,,COMPR LUGS ALUMINUM 2 HOLE HYLUG,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
LUG450,0.00,0.00,HB,450 MCM ALUM 2 HOLE COMPR LUG,,,,,COMPR LUGS ALUMINUM 2 HOLE HYLUG,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
LUG452,0.00,0.00,HB,500 MCM ALUM 2 HOLE COMPR LUG,,,,,COMPR LUGS ALUMINUM 2 HOLE HYLUG,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
LUG454,0.00,0.00,HB,600 MCM ALUM 2 HOLE COMPR LUG,,,,,COMPR LUGS ALUMINUM 2 HOLE HYLUG,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
LUG456,0.00,0.00,HB,750 MCM ALUM 2 HOLE COMPR LUG,,,,,COMPR LUGS ALUMINUM 2 HOLE HYLUG,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
LUG462,0.00,0.00,HB,#4 DLO COMPRESSION LUG,(FLEX CABLE),,,,COMPRESSION LUGS FOR FLEX CABLES (DLO),P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
LUG464,0.00,0.00,HB,#2 DLO COMPRESSION LUG,(FLEX CABLE),,,,COMPRESSION LUGS FOR FLEX CABLES (DLO),P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
LUG466,0.00,0.00,HB,#1/0 DLO COMPRESSION LUG,(FLEX CABLE),,,,COMPRESSION LUGS FOR FLEX CABLES (DLO),P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
LUG468,0.00,0.00,HB,#2/0 DLO COMPRESSION LUG,(FLEX CABLE),,,,COMPRESSION LUGS FOR FLEX CABLES (DLO),P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
LUG470,0.00,0.00,HB,#3/0 DLO COMPRESSION LUG,(FLEX CABLE),,,,COMPRESSION LUGS FOR FLEX CABLES (DLO),P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
LUG474,0.00,0.00,HB,250 MCM DLO COMPRESSION LUG,(FLEX CABLE),,,,COMPRESSION LUGS FOR FLEX CABLES (DLO),P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
LUG476,0.00,0.00,HB,300 MCM DLO COMPRESSION LUG,(FLEX CABLE),,,,COMPRESSION LUGS FOR FLEX CABLES (DLO),P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
LUG478,0.00,0.00,HB,350 MCM DLO COMPRESSION LUG,(FLEX CABLE),,,,COMPRESSION LUGS FOR FLEX CABLES (DLO),P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
LUG480,0.00,0.00,HB,400 MCM DLO COMPRESSION LUG,(FLEX CABLE),,,,COMPRESSION LUGS FOR FLEX CABLES (DLO),P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
LUG484,0.00,0.00,HB,500 MCM DLO COMPRESSION LUG,(FLEX CABLE),,,,COMPRESSION LUGS FOR FLEX CABLES (DLO),P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
LUG486,0.00,0.00,HB,600 MCM DLO COMPRESSION LUG,(FLEX CABLE),,,,COMPRESSION LUGS FOR FLEX CABLES (DLO),P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
LUG488,0.00,0.00,HB,750 MCM DLO COMPRESSION LUG,(FLEX CABLE),,,,COMPRESSION LUGS FOR FLEX CABLES (DLO),P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
LUP102,0.00,2.29,HB,#2/0 PARALELL LUG,DOUBLE BARREL,,,,PARALELL MECHANICAL LUGS,P,5.88,7.06,5.88,4.70,4.70,5.08,6.23,EA,?,?
LUP104,0.00,7.38,HB,2 HOLE MECH LUG 6 TO 250MCM,,,,,PARALELL MECHANICAL LUGS,P,14.64,17.57,14.64,11.71,11.71,9.99,15.52,EA,?,?
LUP108,0.00,11.60,HB,#250 MCM  PARALELL MECHANICAL,LUG 2-HOLE,,,,PARALELL MECHANICAL LUGS,P,17.40,20.88,17.40,,17.40,18.79,18.44,EA,?,?
LUP110,0.00,8.57,HB,2 HOLE MECH LUG 350MCM TO 4,,,,K2A31U BURNDY,PARALELL MECHANICAL LUGS,P,20.26,24.31,20.26,16.21,16.21,17.51,21.48,EA,?,?
LUP113,0.00,0.00,HB,#600 MCM PARALELL MECHANICAL,LUG 2-HOLE,,,,PARALELL MECHANICAL LUGS,P,0.00,0.00,0.00,,0.00,56.38,55.33,EA,?,?
LUP114,0.00,18.67,HB,#750 MCM PARALELL MECHANICAL,LUG 2-HOLE,,,,PARALELL MECHANICAL LUGS,P,24.87,29.84,24.87,,24.87,40.77,40.02,EA,?,?
LUP116,0.00,32.06,HB,#250 MCM 4 CONDUCTOR,MECHANICAL LUG 2-HOLE,,,,PARALELL MECHANICAL LUGS,P,84.52,101.42,84.52,67.62,67.62,73.03,89.59,EA,?,?
LUP118,0.00,0.00,HB,#4/0 PARALELL LUG DOUBLE,BARREL,,,,PARALELL MECHANICAL LUGS,P,9.51,11.41,9.51,,8.56,9.51,10.50,EA,?,?
LUP136,0.00,0.00,HB,#500 MCM PARALELL LUG DOUBLE,BARREL,,,,PARALELL MECHANICAL LUGS,P,29.43,35.31,29.43,,26.48,29.43,33.84,EA,?,?
MET626,0.00,0.00,HB,8 TERMINAL METER BASE,,,,,METER BASES,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
MOTW830,0.00,0.00,HB,WORLWIDE 3 HP 900 RPM MOTOR,,,,,WORLDWIDE 900 RPM MOTORS,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
MOTW832,0.00,0.00,HB,WORLDWIDE 5 HP 900 RPM MOTOR,,,,,WORLDWIDE 900 RPM MOTORS,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
MOTW836,0.00,0.00,HB,WORLWIDE 10 HP 900 RPM MOTOR,,,,,WORLDWIDE 900 RPM MOTORS,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
MOTW838,0.00,0.00,HB,WORLDWIDE 15 HP 900 RPM MOTOR,,,,,WORLDWIDE 900 RPM MOTORS,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
MOTW840,0.00,0.00,HB,WORLDWIDE 20 HP 900 RPM MOTOR,,,,,WORLDWIDE 900 RPM MOTORS,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
MOTW842,0.00,0.00,HB,WORLDWIDE 25 HP 900 RPM MOTOR,,,,,WORLDWIDE 900 RPM MOTORS,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
MOTW844,0.00,0.00,HB,WORLDWIDE 30 HP 900 RPM MOTOR,,,,,WORLDWIDE 900 RPM MOTORS,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
MOTW846,0.00,0.00,HB,WORLDWIDE 35 HP 900 RPM MOTOR,,,,,WORLDWIDE 900 RPM MOTORS,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
MOTW848,0.00,0.00,HB,WORLDWIDE 40 HP 900 RPM MOTOR,,,,,WORLDWIDE 900 RPM MOTORS,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
MOTW850,0.00,0.00,HB,WORLDWIDE 50 HP 900 RPM MOTOR,,,,,WORLDWIDE 900 RPM MOTORS,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
MOTW852,0.00,0.00,HB,WORLDWIDE 60 HP 900 RPM MOTOR,,,,,WORLDWIDE 900 RPM MOTORS,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
MOTW854,0.00,0.00,HB,WORLDWIDE 75 HP 900 RPM MOTOR,,,,,WORLDWIDE 900 RPM MOTORS,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
MOTW856,0.00,0.00,HB,WORLDWIDE 100 HP 900 RPM MOTOR,,,,,WORLDWIDE 900 RPM MOTORS,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
MOU100,0.00,3.50,HB,"1/2"" CONDUIT MOUSE",,,,,CONDUIT MOUSE,P,5.83,7.00,5.83,,5.83,5.83,6.18,EA,?,?
MOU102,0.00,0.00,HB,"3/4"" CONDUIT MOUSE",,,,,CONDUIT MOUSE,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
MOU104,0.00,0.00,HB,"1"" CONDUIT MOUSE",,,,,CONDUIT MOUSE,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
MOU106,0.00,0.00,HB,"1 1/4"" CONDUIT MOUSE",,,,,CONDUIT MOUSE,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
MOU108,0.00,0.00,HB,"1 1/2"" CONDUIT MOUSE",,,,,CONDUIT MOUSE,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
MOU110,0.00,0.00,HB,"2"" CONDUIT MOUSE",,,,,CONDUIT MOUSE,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
MOU112,0.00,0.00,HB,"2 1/2"" CONDUIT MOUSE",,,,,CONDUIT MOUSE,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
MOU116,0.00,0.00,HB,"4"" CONDUIT MOUSE",,,,,CONDUIT MOUSE,P,0.00,0.00,0.00,,0.00,0.00,0.00,EA,?,?
MREC100,0.00,0.00,HB,1 - 1.5 H.P. MOTOR RECONDITION,,,,,MOTOR RECONDITION,P,81.19,97.45,81.19,,81.19,0.00,86.06,EA,?,?
MREC104,0.00,0.00,HB,2 H.P. MOTOR RECONDITION,,,,,MOTOR RECONDITION,P,99.00,118.80,99.00,,99.00,0.00,104.94,EA,?,?
MREC108,0.00,0.00,HB,3 H.P. MOTOR RECONDITION,,,,,MOTOR RECONDITION,P,114.84,137.80,114.84,,114.84,0.00,121.73,EA,?,?
MREC112,0.00,0.00,HB,5 H.P MOTOR RECONDITION,,,,,MOTOR RECONDITION,P,130.68,156.81,130.68,,130.68,650.00,138.52,EA,?,?
MREC116,0.00,0.00,HB,7.5 H.P. MOTOR RECONDITION,,,,,MOTOR RECONDITION,P,169.90,203.88,169.90,,169.90,0.00,180.09,EA,?,?
MREC120,0.00,0.00,HB,10 H.P. MOTOR RECONDITION,,,,,MOTOR RECONDITION,P,189.49,227.39,189.49,,189.49,9.90,200.86,EA,?,?
MREC124,0.00,0.00,HB,15 H.P. MOTOR RECONDITION,,,,,MOTOR RECONDITION,P,225.72,270.86,225.72,,225.72,0.00,239.26,EA,?,?
MREC128,0.00,0.00,HB,20 H.P. MOTOR RECONDITION,,,,,MOTOR RECONDITION,P,257.40,308.88,257.40,,257.40,0.00,272.84,EA,?,?
MREC132,0.00,0.00,HB,25 H.P. MOTOR RECONDITION,,,,,MOTOR RECONDITION,P,283.15,339.78,283.15,,283.15,0.00,300.14,EA,?,?
MREC136,0.00,0.00,HB,30 H.P. MOTOR RECONDITION,,,,,MOTOR RECONDITION,P,326.71,392.05,326.71,,326.71,0.00,346.31,EA,?,?
MREC140,0.00,0.00,HB,40 H.P. MOTOR RECONDITION,,,,,MOTOR RECONDITION,P,394.03,472.83,394.03,,394.03,0.00,417.67,EA,?,?
MREC144,0.00,0.00,HB,50 H.P. MOTOR RECONDITION,,,,,MOTOR RECONDITION,P,435.60,522.72,435.60,,435.60,0.00,461.74,EA,?,?
MREC148,0.00,0.00,HB,60 H.P. MOTOR RECONDITION,,,,,MOTOR RECONDITION,P,495.00,594.00,495.00,,495.00,0.00,524.70,EA,?,?
MREC152,0.00,0.00,HB,75 H.P. MOTOR RECONDITION,,,,,MOTOR RECONDITION,P,566.28,679.54,566.28,,566.28,0.00,600.26,EA,?,?
MREC156,0.00,0.00,HB,100 H.P. MOTOR RECONDITION,,,,,MOTOR RECONDITION,P,578.16,693.72,578.16,,578.16,0.00,612.85,EA,?,?
MREC160,0.00,0.00,HB,125 H.P. MOTOR RECONDITION,,,,,MOTOR RECONDITION,P,675.19,810.22,675.19,,675.19,0.00,715.70,EA,?,?
MREC164,0.00,0.00,HB,150 H.P. MOTOR RECONDITION,,,,,MOTOR RECONDITION,P,740.52,888.62,740.52,,740.52,0.00,784.95,EA,?,?
MREC168,0.00,0.00,HB,200 H.P. MOTOR RECONDITION,,,,,MOTOR RECONDITION,P,896.95,1076.34,896.95,,896.95,0.00,950.77,EA,?,?
MREC172,0.00,0.00,HB,250 H.P. MOTOR RECONDITION,,,,,MOTOR RECONDITION,P,1132.56,1359.07,1132.56,,1132.56,0.00,1200.51,EA,?,?
MREC176,0.00,0.00,HB,300 H.P. MOTOR RECONDITION,,,,,MOTOR RECONDITION,P,1437.48,1724.98,1437.48,,1437.48,0.00,1523.73,EA,?,?
MREC200,0.00,0.00,HB,SIZE 1 AND A POWER PACK RECOND,,,,,MOTOR RECONDITION,P,249.48,299.37,249.48,,249.48,0.00,264.45,EA,?,?
MREC204,0.00,0.00,HB,SIZE 2 AND B POWER PACK RECOND,,,,,MOTOR RECONDITION,P,370.27,444.32,370.27,,370.27,0.00,392.49,EA,?,?
MREC208,0.00,0.00,HB,SIZE 3 AND C POWER PACK RECOND,,,,,MOTOR RECONDITION,P,502.92,603.50,502.92,,502.92,0.00,533.10,EA,?,?
MREC212,0.00,0.00,HB,SIZE 4 AND D POWER PACK RECOND,,,,,MOTOR RECONDITION,P,736.56,883.87,736.56,,736.56,0.00,780.75,EA,?,?
MREC216,0.00,0.00,HB,SIZE 5 AND E POWER PACK RECOND,,,,,MOTOR RECONDITION,P,851.40,1021.68,851.40,,851.40,0.00,902.48,EA,?,?
MREW100,0.00,0.00,HB,3 H.P. 3600 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,394.43,473.31,394.43,,394.43,0.00,418.10,EA,?,?
MREW104,0.00,0.00,HB,5 H.P. 3600 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,421.75,506.10,421.75,,421.75,0.00,447.06,EA,?,?
MREW108,0.00,0.00,HB,7.5 H.P. 3600 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,461.35,553.65,461.35,,461.35,0.00,489.03,EA,?,?
MREW112,0.00,0.00,HB,10 H.P. 3600 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,562.32,674.78,562.32,,562.32,0.00,596.06,EA,?,?
MREW116,0.00,0.00,HB,15 H.P. 3600 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,629.64,755.56,629.64,,629.64,0.00,667.42,EA,?,?
MREW120,0.00,0.00,HB,20 H.P. 3600 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,744.48,893.37,744.48,,744.48,0.00,789.15,EA,?,?
MREW124,0.00,0.00,HB,25 H.P. 3600 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,865.28,1038.33,865.28,,865.28,0.00,917.20,EA,?,?
MREW128,0.00,0.00,HB,30 H.P. 3600 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,1094.95,1313.94,1094.95,,1094.95,0.00,1160.65,EA,?,?
MREW132,0.00,0.00,HB,40 H.P. 3600 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,1251.36,1501.63,1251.36,,1251.36,0.00,1326.44,EA,?,?
MREW136,0.00,0.00,HB,50 H.P. 3600 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,1459.27,1751.12,1459.27,,1459.27,0.00,1546.83,EA,?,?
MREW140,0.00,0.00,HB,60 H.P. 3600 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,1757.47,2108.96,1757.47,,1757.47,0.00,1862.92,EA,?,?
MREW144,0.00,0.00,HB,75 H.P 3600 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,2118.60,2542.32,2118.60,,2118.60,0.00,2245.72,EA,?,?
MREW148,0.00,0.00,HB,100 H.P. 3600 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,2376.00,2851.20,2376.00,,2376.00,0.00,2518.56,EA,?,?
MREW152,0.00,0.00,HB,125 H.P. 3600 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,2768.40,3322.08,2768.40,,2768.40,0.00,2934.50,EA,?,?
MREW156,0.00,0.00,HB,150 H.P. 3600 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,3752.11,4502.53,3752.11,,3752.11,0.00,3977.24,EA,?,?
MREW160,0.00,0.00,HB,200 H.P. 3600 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,4218.67,5062.40,4218.67,,4218.67,0.00,4471.79,EA,?,?
MREW164,0.00,0.00,HB,250 H.P. 3600 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,5009.40,6011.28,5009.40,,5009.40,0.00,5309.96,EA,?,?
MREW200,0.00,0.00,HB,3 H.P. 1800 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,394.03,472.83,394.03,,394.03,0.00,417.67,EA,?,?
MREW204,0.00,0.00,HB,5 H.P. 1800 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,418.80,502.56,418.80,,418.80,418.80,443.93,EA,?,?
MREW208,0.00,0.00,HB,7.5 H.P. 1800 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,462.07,554.48,462.07,,462.07,0.00,489.79,EA,?,?
MREW212,0.00,0.00,HB,10 H.P. 1800 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,590.04,708.04,590.04,,590.04,0.00,625.44,EA,?,?
MREW216,0.00,0.00,HB,15 H.P. 1800 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,629.64,755.57,629.64,,629.64,0.00,667.42,EA,?,?
MREW220,0.00,0.00,HB,20 H.P. 1800 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,744.48,893.37,744.48,,744.48,0.00,789.15,EA,?,?
MREW224,0.00,0.00,HB,25 H.P. 1800 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,865.28,1038.33,865.28,,865.28,0.00,917.20,EA,?,?
MREW228,0.00,0.00,HB,30 H.P. 1800 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,1033.56,1240.27,1033.56,,1033.56,0.00,1095.57,EA,?,?
MREW232,0.00,0.00,HB,40 H.P. 1800 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,1158.31,1389.97,1158.31,,1158.31,0.00,1227.81,EA,?,?
MREW236,0.00,0.00,HB,50 H.P. 1800 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,1328.47,1594.16,1328.47,,1328.47,0.00,1408.18,EA,?,?
MREW240,0.00,0.00,HB,60 H.P. 1800 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,1560.24,1872.28,1560.24,,1560.24,0.00,1653.85,EA,?,?
MREW244,0.00,0.00,HB,75 H.P 1800 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,1920.60,2304.72,1920.60,,1920.60,0.00,2035.84,EA,?,?
MREW248,0.00,0.00,HB,100 H.P. 1800 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,2150.28,2580.33,2150.28,,2150.28,0.00,2279.30,EA,?,?
MREW252,0.00,0.00,HB,125 H.P. 1800 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,2643.31,3171.97,2643.31,,2643.31,0.00,2801.91,EA,?,?
MREW256,0.00,0.00,HB,150 H.P. 1800 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,3019.51,3623.41,3019.51,,3019.51,0.00,3200.68,EA,?,?
MREW260,0.00,0.00,HB,200 H.P. 1800 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,3876.84,4652.20,3876.84,,3876.84,0.00,4109.45,EA,?,?
MREW264,0.00,0.00,HB,250 H.P. 1800 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,4504.51,5405.41,4504.51,,4504.51,0.00,4774.78,EA,?,?
MREW300,0.00,0.00,HB,3 H.P. 1200 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,403.56,484.27,403.56,,403.56,0.00,427.77,EA,?,?
MREW304,0.00,0.00,HB,5 H.P. 1200 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,403.92,484.70,403.92,,403.92,0.00,428.16,EA,?,?
MREW308,0.00,0.00,HB,7.5 H.P. 1200 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,528.11,633.73,528.11,,528.11,0.00,559.80,EA,?,?
MREW312,0.00,0.00,HB,10 H.P. 1200 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,665.28,798.33,665.28,,665.28,0.00,705.20,EA,?,?
MREW316,0.00,0.00,HB,15 H.P. 1200 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,801.91,962.29,801.91,,801.91,0.00,850.02,EA,?,?
MREW320,0.00,0.00,HB,20 H.P. 1200 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,892.99,1071.58,892.99,,892.99,0.00,946.57,EA,?,?
MREW324,0.00,0.00,HB,25 H.P. 1200 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,1053.36,1264.03,1053.36,,1053.36,0.00,1116.56,EA,?,?
MREW328,0.00,0.00,HB,30 H.P. 1200 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,1170.91,1405.09,1170.91,,1170.91,0.00,1241.16,EA,?,?
MREW332,0.00,0.00,HB,40 H.P. 1200 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,1326.60,1591.92,1326.60,,1326.60,0.00,1406.20,EA,?,?
MREW336,0.00,0.00,HB,50 H.P. 1200 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,1534.51,1841.41,1534.51,,1534.51,0.00,1626.58,EA,?,?
MREW340,0.00,0.00,HB,60 H.P. 1200 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,1692.91,2031.49,1692.91,,1692.91,0.00,1794.48,EA,?,?
MREW344,0.00,0.00,HB,75 H.P 1200 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,2059.20,2471.04,2059.20,,2059.20,0.00,2182.75,EA,?,?
MREW348,0.00,0.00,HB,100 H.P. 1200 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,2379.96,2855.95,2379.96,,2379.96,0.00,2522.76,EA,?,?
MREW352,0.00,0.00,HB,125 H.P. 1200 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,2930.40,3516.48,2930.40,,2930.40,0.00,3106.22,EA,?,?
MREW356,0.00,0.00,HB,150 H.P. 1200 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,3088.80,3706.56,3088.80,,3088.80,0.00,3274.13,EA,?,?
MREW360,0.00,0.00,HB,200 H.P. 1200 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,4161.96,4994.35,4161.96,,4161.96,0.00,4411.68,EA,?,?
MREW364,0.00,0.00,HB,250 H.P. 1200 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,5114.35,6137.22,5114.35,,5114.35,0.00,5421.21,EA,?,?
MREW400,0.00,0.00,HB,3 H.P. 900 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,504.91,605.89,504.91,,504.91,0.00,535.20,EA,?,?
MREW404,0.00,0.00,HB,5 H.P. 900 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,504.91,605.89,504.91,,504.91,0.00,535.20,EA,?,?
MREW408,0.00,0.00,HB,7.5 H.P. 900 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,653.40,784.08,653.40,,653.40,0.00,692.60,EA,?,?
MREW412,0.00,0.00,HB,10 H.P. 900 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,756.36,907.63,756.36,,756.36,0.00,801.74,EA,?,?
MREW416,0.00,0.00,HB,15 H.P. 900 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,930.60,1116.72,930.60,,930.60,0.00,986.44,EA,?,?
MREW420,0.00,0.00,HB,20 H.P. 900 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,1128.60,1354.32,1128.60,,1128.60,0.00,1196.32,EA,?,?
MREW424,0.00,0.00,HB,25 H.P. 900 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,1259.28,1511.13,1259.28,,1259.28,0.00,1334.84,EA,?,?
MREW428,0.00,0.00,HB,30 H.P. 900 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,1536.48,1843.77,1536.48,,1536.48,0.00,1628.67,EA,?,?
MREW432,0.00,0.00,HB,40 H.P. 900 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,1712.71,2055.25,1712.71,,1712.71,0.00,1815.47,EA,?,?
MREW436,0.00,0.00,HB,50 H.P. 900 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,1782.00,2138.40,1782.00,,1782.00,0.00,1888.92,EA,?,?
MREW440,0.00,0.00,HB,60 H.P. 900 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,2011.68,2414.01,2011.68,,2011.68,0.00,2132.38,EA,?,?
MREW444,0.00,0.00,HB,75 H.P 900 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,2514.60,3017.52,2514.60,,2514.60,0.00,2665.48,EA,?,?
MREW448,0.00,0.00,HB,100 H.P. 900 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,2973.96,3568.75,2973.96,,2973.96,0.00,3152.40,EA,?,?
MREW452,0.00,0.00,HB,125 H.P. 900 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,3504.60,4205.52,3504.68,,3504.60,0.00,3714.88,EA,?,?
MREW456,0.00,0.00,HB,150 H.P. 900 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,4142.16,4970.59,4142.16,,4142.16,0.00,4390.69,EA,?,?
MREW460,0.00,0.00,HB,200 H.P. 900 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,4573.80,5488.56,4573.80,,4573.80,0.00,4848.23,EA,?,?
MREW464,0.00,0.00,HB,250 H.P. 900 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,6062.76,7275.31,6062.76,,6062.76,0.00,6426.53,EA,?,?
MREW500,0.00,0.00,HB,3 H.P. 720 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,752.40,902.88,752.40,,752.40,0.00,797.54,EA,?,?
MREW504,0.00,0.00,HB,5 H.P. 720 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,772.20,926.64,772.20,,772.20,0.00,818.53,EA,?,?
MREW508,0.00,0.00,HB,7.5 H.P. 720 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,910.80,1092.96,910.80,,910.80,0.00,965.45,EA,?,?
MREW512,0.00,0.00,HB,10 H.P. 720 RPM MOTOR REWIND,,,,,MOTOR REWIND,P,980.11,1176.13,980.11,,980.11,0.00,1038.92,EA,?,?
